user_id,age,gender,device_type,time_on_site,pages_viewed,previous_purchases,ad_clicked,returning_user,avg_session_time,bounce_rate,purchase,Is_Buyer,discount_seen,Customer_Behvaiour_By_Discount,cart_items,Customer_Behaviour_By_Cart_Item
1940,43,Female,Mobile,5.44,14,4,0,1,6.34,0,1,Yes,0,Others,8,Interested
1941,28,Female,Mobile,14.61,4,10,0,1,11.09,87.4,1,Yes,1,Right_Discount,8,Interested
1942,52,Male,Tablet,21.04,9,9,0,1,30.92,89.69,1,Yes,0,Others,6,Interested
1943,25,Female,Mobile,24.18,18,4,0,1,14.06,98.94,1,Yes,0,Others,0,Technical Error
1944,31,Female,Desktop,15.31,10,2,0,1,20.49,4.07,1,Yes,0,Others,0,Technical Error
1945,27,Female,Mobile,5.79,8,9,1,1,4.12,5.3,1,Yes,1,Right_Discount,3,Interested
1946,19,Male,Mobile,13.03,13,4,0,1,11.63,19.07,1,Yes,1,Right_Discount,1,Interested
1947,26,Male,Mobile,23.8,2,4,0,1,22.08,65.64,1,Yes,0,Others,2,Interested
1948,20,Male,Desktop,12.97,7,1,0,1,15.08,26.2,1,Yes,0,Others,1,Interested
1949,38,Female,Mobile,21.2,11,4,1,0,22.19,49.56,1,Yes,1,Right_Discount,0,Technical Error
1950,43,Male,Desktop,15.71,5,2,0,1,10.78,78.64,1,Yes,1,Right_Discount,2,Interested
1951,25,Female,Mobile,8,18,14,0,0,4.24,18.58,1,Yes,0,Others,6,Interested
1952,19,Unknown,Mobile,24.09,8,2,0,0,29.32,28.59,1,Yes,1,Right_Discount,9,Interested
1953,23,Female,Mobile,3.44,10,4,1,0,3.46,72.75,1,Yes,1,Right_Discount,8,Interested
1954,45,Male,Mobile,16.22,2,8,0,0,13.98,0.77,1,Yes,1,Right_Discount,9,Interested
1955,46,Male,Desktop,7.06,3,13,1,0,5.54,75.74,1,Yes,0,Others,8,Interested
1956,43,Female,Mobile,2.94,5,1,0,0,3.89,67.63,1,Yes,1,Right_Discount,7,Interested
1957,42,Female,Desktop,15.59,16,8,0,1,20.2,12.96,1,Yes,1,Right_Discount,5,Interested
1958,29,Male,Mobile,15.49,10,2,1,0,20.54,24.39,1,Yes,0,Others,0,Technical Error
1959,22,Male,Mobile,21.5,11,12,1,0,15.46,1.54,1,Yes,1,Right_Discount,7,Interested
1960,51,Male,Mobile,22.6,0,11,1,1,30.55,58.14,1,Yes,1,Right_Discount,7,Interested
1961,54,Female,Mobile,22.11,16,6,0,0,32.85,39.71,1,Yes,1,Right_Discount,8,Interested
1962,32,Male,Desktop,12.88,12,11,1,0,14.16,42.34,1,Yes,0,Others,9,Interested
1963,53,Male,Desktop,19.32,2,13,0,1,10.57,10.32,1,Yes,1,Right_Discount,5,Interested
1964,32,Male,Mobile,17.73,11,0,0,0,21.32,35.23,1,Yes,0,Others,2,Interested
1965,40,Female,Mobile,13.23,1,0,0,1,13.73,91.9,1,Yes,1,Right_Discount,5,Interested
1966,23,Male,Desktop,18.32,5,7,0,1,22.2,6.47,1,Yes,0,Others,7,Interested
1967,38,Female,Unknown,28.47,14,8,1,0,19.59,97.5,1,Yes,1,Right_Discount,6,Interested
1968,40,Female,Desktop,6.59,18,2,0,0,7.29,84.8,1,Yes,0,Others,7,Interested
1969,33,Female,Mobile,27.27,7,5,0,0,28.34,20.3,1,Yes,0,Others,0,Technical Error
1970,32,Male,Mobile,2.55,5,14,1,0,2.81,70.54,1,Yes,1,Right_Discount,7,Interested
1971,42,Male,Tablet,9.94,8,13,0,1,12.2,9.09,1,Yes,0,Others,4,Interested
1972,53,Male,Desktop,9.36,15,2,0,1,9.77,15.97,1,Yes,1,Right_Discount,6,Interested
1973,28,Female,Mobile,19.16,5,5,1,1,15.75,48.8,1,Yes,0,Others,3,Interested
1974,32,Male,Desktop,4.81,13,6,1,0,3.89,40.05,1,Yes,1,Right_Discount,2,Interested
1975,21,Female,Desktop,26.59,19,4,1,0,31.78,81.5,1,Yes,0,Others,5,Interested
1976,38,Male,Mobile,25.03,2,2,1,0,29.13,93.93,1,Yes,1,Right_Discount,8,Interested
1977,30,Male,Mobile,19.91,5,0,1,0,18.36,0,0,No,0,Others,3,Not Interested
1978,39,Male,Mobile,14.29,5,12,0,0,12.2,14.7,1,Yes,0,Others,8,Interested
1979,36,Male,Mobile,28.06,6,4,1,1,31.43,68.62,1,Yes,1,Right_Discount,2,Interested
1980,51,Female,Desktop,25.09,16,0,1,1,20.38,57.08,1,Yes,1,Right_Discount,5,Interested
1981,31,Female,Mobile,15.48,2,11,0,1,22.65,37.02,1,Yes,0,Others,4,Interested
1982,21,Female,Desktop,21.35,5,14,1,1,23.41,99.48,1,Yes,0,Others,8,Interested
1983,44,Female,Tablet,17.44,15,8,1,1,19.04,45.6,1,Yes,0,Others,5,Interested
1984,46,Male,Mobile,18.05,1,2,0,0,11.49,66.53,1,Yes,0,Others,1,Interested
1985,45,Female,Mobile,10.6,19,1,0,1,11.76,50.28,1,Yes,1,Right_Discount,3,Interested
1986,52,Female,Desktop,14.4,3,2,0,1,11.45,10.29,1,Yes,1,Right_Discount,4,Interested
1987,25,Female,Desktop,3.27,19,6,0,1,3.11,14.11,1,Yes,0,Others,8,Interested
1988,33,Male,Desktop,11.36,15,11,0,0,11.79,0,1,Yes,1,Right_Discount,0,Technical Error
1989,59,Female,Mobile,21.18,3,10,0,0,20.71,80.17,1,Yes,1,Right_Discount,8,Interested
1990,53,Female,Mobile,28.64,8,11,0,1,37.5,36.38,1,Yes,0,Others,9,Interested
1991,47,Male,Mobile,28.93,15,9,0,0,17.34,6.7,1,Yes,0,Others,0,Technical Error
1992,35,Unknown,Tablet,17.12,1,7,0,0,11.42,95.7,0,No,0,Others,0,Not Interested
1993,19,Female,Mobile,18.59,6,1,0,1,12.21,49.71,1,Yes,1,Right_Discount,3,Interested
1994,30,Female,Tablet,6.39,17,13,0,0,8.41,13.41,1,Yes,1,Right_Discount,5,Interested
1995,21,Male,Mobile,21.16,16,12,1,0,13.08,19.85,1,Yes,0,Others,1,Interested
1996,0,Female,Tablet,3.05,13,6,0,0,4.49,4.54,1,Yes,0,Others,0,Technical Error
1997,42,Male,Desktop,9.26,1,10,1,1,13.6,70.99,1,Yes,0,Others,3,Interested
1998,47,Female,Mobile,20.38,3,4,1,1,30.4,70.41,1,Yes,1,Right_Discount,7,Interested
1999,28,Female,Desktop,10,6,8,0,1,14.8,60.25,1,Yes,0,Others,5,Interested
2000,24,Female,Mobile,2.45,3,6,1,0,1.59,54.63,1,Yes,1,Right_Discount,4,Interested
2001,48,Female,Mobile,25.12,15,0,0,1,29.07,38.15,1,Yes,1,Right_Discount,0,Technical Error
0,27,Female,Mobile,10,15,0,1,0,9,95.06,1,Yes,1,Right_Discount,2,Interested
2003,56,Male,Mobile,2.83,11,5,1,0,3.49,80.05,1,Yes,0,Others,6,Interested
2004,30,Male,Mobile,3.17,6,8,1,1,2.87,90.76,1,Yes,1,Right_Discount,9,Interested
2005,48,Female,Desktop,8.3,6,0,1,1,7.33,31.17,1,Yes,1,Right_Discount,2,Interested
2006,24,Female,Desktop,6.16,9,2,0,0,8.65,97.83,1,Yes,1,Right_Discount,4,Interested
2007,59,Female,Mobile,23.45,14,12,1,0,23.32,16.54,1,Yes,0,Others,5,Interested
2008,59,Male,Desktop,10.33,11,4,0,1,12.81,5.63,1,Yes,0,Others,8,Interested
2009,53,Male,Desktop,24.34,6,3,1,1,27.99,31.98,1,Yes,1,Right_Discount,2,Interested
0,37,Male,Tablet,6.04,18,0,0,0,6.99,20.13,1,Yes,1,Right_Discount,5,Interested
2011,21,Male,Desktop,15.29,15,9,1,0,12.98,51.75,1,Yes,1,Right_Discount,1,Interested
2012,24,Male,Mobile,20.95,9,3,0,1,15.76,35.02,1,Yes,1,Right_Discount,8,Interested
2013,18,Male,Mobile,19.91,11,3,1,0,27.58,17.17,1,Yes,1,Right_Discount,8,Interested
2014,59,Male,Desktop,18.43,2,10,0,0,9.67,84.43,1,Yes,0,Others,6,Interested
2015,30,Male,Mobile,27.82,6,11,0,0,18.72,50.8,1,Yes,1,Right_Discount,8,Interested
2016,39,Female,Mobile,7.63,14,9,1,0,4.83,10.95,1,Yes,0,Others,3,Interested
2017,38,Male,Mobile,15.32,14,12,1,1,22.2,7.53,1,Yes,0,Others,9,Interested
2018,39,Male,Mobile,26.64,13,3,1,1,13.45,38.32,1,Yes,1,Right_Discount,0,Technical Error
2019,45,Male,Mobile,3.26,5,2,1,1,1.66,90.8,1,Yes,1,Right_Discount,0,Technical Error
2020,0,Male,Mobile,2.62,9,6,1,0,1.9,50.8,1,Yes,1,Right_Discount,1,Interested
2021,43,Female,Mobile,7.77,11,0,0,0,6.05,13.91,1,Yes,0,Others,9,Interested
2022,26,Male,Desktop,19.36,7,1,0,1,20.52,24.66,1,Yes,1,Right_Discount,2,Interested
2023,32,Female,Mobile,8.54,2,0,1,0,12.48,4.95,1,Yes,0,Others,1,Interested
2024,27,Female,Mobile,6.52,12,13,1,0,6.29,83.18,1,Yes,1,Right_Discount,3,Interested
2025,41,Female,Mobile,14.31,5,3,1,0,11.29,94.61,1,Yes,1,Right_Discount,7,Interested
2026,59,Male,Mobile,18.79,2,4,1,1,24.75,7.78,1,Yes,0,Others,2,Interested
2027,25,Male,Mobile,8.21,14,10,1,0,7.27,17.3,1,Yes,1,Right_Discount,3,Interested
2028,41,Male,Mobile,9.72,7,14,0,0,6.24,17.11,1,Yes,0,Others,1,Interested
2029,33,Female,Unknown,0,5,9,0,1,24.33,80.37,1,Yes,1,Right_Discount,0,Technical Error
2030,43,Female,Desktop,28.43,4,4,0,1,14.28,83.93,1,Yes,0,Others,7,Interested
2031,44,Female,Mobile,20.57,10,1,0,1,14.5,41.93,1,Yes,0,Others,6,Interested
2032,54,Female,Mobile,23.7,16,10,1,0,26.9,96.93,1,Yes,1,Right_Discount,9,Interested
2033,21,Unknown,Mobile,11.64,6,2,1,1,7.01,25.95,1,Yes,1,Right_Discount,1,Interested
2034,41,Male,Desktop,8.9,0,3,0,0,6.73,52.51,1,Yes,1,Right_Discount,7,Interested
2035,36,Male,Desktop,14.17,9,9,1,1,12.66,99.63,1,Yes,0,Others,9,Interested
2036,53,Female,Desktop,24.41,1,5,1,1,21.88,82.71,1,Yes,1,Right_Discount,2,Interested
2037,56,Female,Mobile,14.23,16,5,1,1,20.96,48.72,1,Yes,1,Right_Discount,6,Interested
2038,27,Male,Mobile,25.56,17,11,0,1,30.05,10.85,1,Yes,1,Right_Discount,0,Technical Error
2039,42,Male,Mobile,29.67,13,1,0,0,15.93,90.44,1,Yes,0,Others,2,Interested
2040,35,Female,Desktop,3.09,6,1,0,0,2.23,54.21,1,Yes,0,Others,8,Interested
2041,36,Male,Mobile,2.32,2,8,0,0,2.59,30.83,1,Yes,0,Others,3,Interested
2042,53,Male,Tablet,5.34,8,11,0,1,6.48,45.12,1,Yes,1,Right_Discount,0,Technical Error
2043,27,Female,Unknown,12.15,4,1,0,0,10.7,31.09,1,Yes,0,Others,5,Interested
2044,50,Female,Desktop,4.8,9,1,1,1,6.51,55.11,1,Yes,0,Others,0,Technical Error
2045,22,Female,Mobile,26.25,7,2,1,1,37.89,0,1,Yes,1,Right_Discount,9,Interested
2046,52,Male,Desktop,1.67,1,14,1,0,1.86,44.6,1,Yes,1,Right_Discount,0,Technical Error
2047,51,Female,Mobile,10.16,14,8,0,1,10.79,42.63,1,Yes,1,Right_Discount,1,Interested
2048,50,Male,Mobile,6.36,2,13,0,1,7.96,61.61,1,Yes,1,Right_Discount,2,Interested
2049,38,Male,Mobile,28.01,8,5,0,1,35.91,1.42,1,Yes,0,Others,1,Interested
2050,34,Female,Desktop,20.41,11,10,0,1,14.6,59.88,1,Yes,0,Others,7,Interested
2051,39,Male,Mobile,27.45,5,14,1,1,27,59.31,1,Yes,0,Others,5,Interested
2052,54,Female,Mobile,29.2,18,14,1,0,27.67,39.23,1,Yes,0,Others,0,Technical Error
2053,32,Female,Unknown,15.42,12,11,0,0,22.23,24.69,1,Yes,1,Right_Discount,5,Interested
2054,52,Male,Desktop,7.8,19,0,0,1,4.77,83.93,1,Yes,0,Others,0,Technical Error
2055,45,Male,Desktop,6.62,5,11,0,1,9.56,34.48,1,Yes,1,Right_Discount,8,Interested
2056,24,Female,Desktop,7.46,7,9,1,0,8,31.17,1,Yes,1,Right_Discount,2,Interested
2057,49,Female,Mobile,21.55,2,4,0,1,16.98,46.32,1,Yes,0,Others,0,Technical Error
2058,28,Female,Mobile,2.17,17,14,1,0,2.97,27.8,1,Yes,1,Right_Discount,0,Technical Error
2059,27,Unknown,Mobile,2.49,13,6,1,0,1.37,83.08,1,Yes,1,Right_Discount,1,Interested
2060,26,Female,Mobile,18.64,11,10,0,1,15.27,56.49,1,Yes,1,Right_Discount,5,Interested
2061,31,Female,Tablet,19.62,5,14,0,1,24.57,75.44,1,Yes,1,Right_Discount,0,Technical Error
2062,30,Male,Mobile,20.29,13,3,0,1,26.94,74.54,1,Yes,1,Right_Discount,6,Interested
2063,42,Male,Mobile,11.78,13,14,1,0,7.86,78.82,1,Yes,0,Others,3,Interested
2064,19,Male,Mobile,24.37,8,9,1,0,35.14,86.92,1,Yes,1,Right_Discount,6,Interested
2065,52,Male,Desktop,16.48,11,9,1,1,9.13,91.95,1,Yes,0,Others,3,Interested
2066,24,Female,Mobile,4.06,8,2,1,1,3.79,38.36,1,Yes,1,Right_Discount,3,Interested
2067,38,Male,Mobile,24.12,10,6,1,0,14.41,44.37,1,Yes,1,Right_Discount,0,Technical Error
2068,35,Male,Desktop,28.64,11,13,1,0,17.12,5.01,1,Yes,0,Others,9,Interested
2069,20,Female,Unknown,2.74,1,9,0,0,3.87,92.57,1,Yes,0,Others,9,Interested
2070,59,Male,Desktop,12.35,7,0,0,0,17.34,58.71,1,Yes,1,Right_Discount,7,Interested
2071,56,Female,Mobile,15.14,8,5,0,1,16.89,71.23,1,Yes,0,Others,1,Interested
2072,58,Female,Desktop,5.25,6,12,1,0,7.7,43.6,1,Yes,0,Others,7,Interested
2073,28,Female,Mobile,26.16,14,10,0,1,25.93,47.38,1,Yes,0,Others,9,Interested
2074,56,Female,Mobile,9.24,7,10,0,0,11.85,54.32,1,Yes,1,Right_Discount,0,Technical Error
2075,41,Female,Desktop,23.71,3,10,0,0,14.16,0,0,No,0,Others,6,Not Interested
2076,36,Male,Mobile,20.46,2,1,1,0,18.32,61.3,1,Yes,0,Others,6,Interested
2077,21,Male,Mobile,18.34,18,1,0,0,18.62,81.12,1,Yes,0,Others,5,Interested
2078,43,Male,Mobile,6.57,3,10,0,1,8.4,21.67,1,Yes,1,Right_Discount,3,Interested
2079,55,Female,Desktop,7.4,14,7,1,1,6.18,20.58,1,Yes,0,Others,4,Interested
2080,59,Male,Mobile,2.37,18,2,0,1,3.51,20.68,1,Yes,0,Others,0,Technical Error
2081,49,Male,Tablet,7.98,13,8,0,0,9.85,0.48,1,Yes,1,Right_Discount,1,Interested
2082,56,Male,Tablet,11.02,8,3,1,1,11.38,17.91,1,Yes,0,Others,9,Interested
2083,0,Male,Desktop,25.16,4,13,0,1,20.9,11.87,1,Yes,1,Right_Discount,6,Interested
2084,57,Female,Mobile,11.63,15,5,1,1,13.28,45.38,1,Yes,1,Right_Discount,1,Interested
2085,54,Male,Mobile,22.88,12,0,1,1,26.84,12.72,1,Yes,1,Right_Discount,7,Interested
2086,50,Female,Desktop,13.74,14,10,0,0,16.2,41.59,1,Yes,0,Others,6,Interested
2087,53,Female,Mobile,23.76,7,14,1,0,25.81,99.95,1,Yes,0,Others,9,Interested
2088,20,Male,Mobile,29.31,12,9,0,0,26.39,50.34,1,Yes,1,Right_Discount,7,Interested
2089,26,Female,Mobile,7.96,9,9,0,0,10.48,92.46,1,Yes,0,Others,3,Interested
2090,25,Female,Mobile,26.01,10,2,0,1,19.72,70.19,1,Yes,0,Others,0,Technical Error
2091,50,Female,Mobile,19.03,8,3,0,0,21.42,89.43,1,Yes,1,Right_Discount,6,Interested
2092,23,Female,Mobile,24.7,2,4,0,0,24,62.56,1,Yes,0,Others,0,Technical Error
2093,58,Female,Desktop,19.9,16,12,1,0,27.72,81.01,1,Yes,0,Others,6,Interested
2094,56,Female,Mobile,0,18,0,1,1,14.49,30.28,1,Yes,0,Others,8,Interested
2095,21,Female,Unknown,7.61,10,13,0,0,10.32,37.19,1,Yes,0,Others,4,Interested
2096,30,Male,Mobile,3.03,0,3,1,0,4.4,96.03,1,Yes,1,Right_Discount,1,Interested
2097,19,Male,Mobile,16.53,6,4,0,0,10.36,26.75,1,Yes,0,Others,0,Technical Error
2098,22,Female,Mobile,29.72,13,3,0,0,31.36,42.14,1,Yes,1,Right_Discount,7,Interested
2099,44,Female,Desktop,22.4,19,9,0,1,31,65.12,1,Yes,1,Right_Discount,3,Interested
2100,49,Male,Tablet,10.49,17,9,0,1,14.39,39.24,1,Yes,1,Right_Discount,7,Interested
2101,38,Male,Mobile,24.99,2,6,1,1,0,2.09,1,Yes,0,Others,1,Interested
2102,25,Male,Mobile,23.3,18,7,0,0,22.87,79.22,1,Yes,1,Right_Discount,2,Interested
2103,55,Male,Mobile,9.17,7,11,0,0,6.63,33.56,1,Yes,0,Others,2,Interested
2104,25,Female,Tablet,1.41,14,7,0,1,1.97,22.77,1,Yes,1,Right_Discount,3,Interested
2105,20,Female,Desktop,4.43,15,2,0,0,2.23,50.56,1,Yes,0,Others,8,Interested
2106,20,Male,Desktop,26.44,8,12,1,1,18.99,0.84,1,Yes,1,Right_Discount,8,Interested
2107,39,Male,Mobile,25.26,9,4,0,1,22.96,86.39,0,No,1,Low_Discount,4,Not Interested
2108,23,Male,Tablet,9.56,11,9,1,0,6.89,26.13,1,Yes,1,Right_Discount,6,Interested
2109,19,Male,Mobile,9.27,3,14,1,1,13.66,92.27,1,Yes,1,Right_Discount,8,Interested
2110,40,Female,Mobile,23.99,14,7,1,1,17.85,67.78,1,Yes,1,Right_Discount,0,Technical Error
2111,19,Male,Desktop,28.19,8,6,1,0,24.31,54.86,1,Yes,1,Right_Discount,1,Interested
2112,55,Male,Tablet,23.59,3,13,0,0,15.9,80.63,1,Yes,1,Right_Discount,5,Interested
2113,34,Male,Mobile,18.56,18,8,1,0,26.48,99.33,1,Yes,1,Right_Discount,2,Interested
2114,52,Female,Mobile,8.04,14,12,1,1,0,25.12,1,Yes,1,Right_Discount,6,Interested
2115,51,Female,Mobile,16.25,8,9,1,0,12.38,35.51,0,No,0,Others,4,Not Interested
2116,40,Female,Mobile,7.77,17,6,1,0,5.8,48.44,1,Yes,0,Others,9,Interested
2117,47,Male,Mobile,24.43,8,1,1,0,26.52,53.95,1,Yes,0,Others,7,Interested
2118,25,Male,Tablet,12.22,5,3,0,0,18.06,55.3,1,Yes,1,Right_Discount,0,Technical Error
2119,39,Male,Desktop,25.18,12,11,0,0,37.12,54.9,1,Yes,0,Others,8,Interested
2120,53,Female,Desktop,12.07,2,13,1,0,17.88,82.82,1,Yes,1,Right_Discount,9,Interested
2121,22,Female,Desktop,24.9,17,11,1,0,22.08,40.46,1,Yes,0,Others,5,Interested
2122,30,Male,Mobile,10.67,13,7,0,0,15.09,1.1,0,No,0,Others,4,Not Interested
2123,46,Male,Desktop,13.76,14,8,1,0,12.99,87.57,1,Yes,1,Right_Discount,7,Interested
2124,48,Female,Mobile,18.85,0,6,0,0,19.05,66.23,1,Yes,0,Others,3,Interested
2125,33,Male,Mobile,3.04,9,4,1,1,3.1,18.95,1,Yes,1,Right_Discount,8,Interested
2126,59,Male,Mobile,28.5,9,0,1,1,16.06,2.96,1,Yes,0,Others,4,Interested
2127,47,Male,Unknown,17.63,6,14,0,1,11.94,31.58,1,Yes,0,Others,0,Technical Error
2128,33,Female,Desktop,15.73,12,8,1,1,21.8,12.44,1,Yes,0,Others,7,Interested
2129,29,Male,Tablet,25.34,10,11,1,0,35.38,89.68,1,Yes,1,Right_Discount,8,Interested
2130,34,Male,Mobile,26.11,5,5,0,0,18.33,27.79,0,No,0,Others,4,Not Interested
2131,33,Male,Desktop,16.15,18,1,1,1,12.96,70.57,1,Yes,1,Right_Discount,4,Interested
2132,29,Male,Mobile,27.89,7,10,0,0,37.09,65.8,1,Yes,0,Others,5,Interested
2133,25,Female,Desktop,2.88,13,9,1,0,2.03,71.4,1,Yes,0,Others,8,Interested
2134,37,Female,Mobile,4.28,1,9,0,0,5.91,53,1,Yes,1,Right_Discount,4,Interested
2135,20,Female,Mobile,18.31,6,1,1,0,24.23,0,1,Yes,1,Right_Discount,1,Interested
2136,33,Male,Mobile,11.27,8,9,0,0,14.74,0,1,Yes,0,Others,2,Interested
2137,47,Female,Desktop,14.46,9,0,0,1,20.12,37.76,1,Yes,0,Others,9,Interested
2138,40,Male,Mobile,10.51,7,11,0,1,14.58,85.84,1,Yes,1,Right_Discount,2,Interested
2139,45,Female,Tablet,12.74,10,3,1,1,18.06,45.87,1,Yes,1,Right_Discount,8,Interested
2140,57,Male,Mobile,24.86,8,9,1,1,0,56.8,1,Yes,0,Others,7,Interested
2141,22,Female,Tablet,18.21,2,10,0,1,20.16,46.5,1,Yes,1,Right_Discount,5,Interested
2142,37,Female,Desktop,29.92,18,12,1,1,19.68,77.55,1,Yes,0,Others,4,Interested
2143,57,Female,Mobile,23.82,15,1,0,1,26.42,53.98,1,Yes,1,Right_Discount,9,Interested
2144,18,Male,Mobile,8.94,6,9,1,1,12.89,47.08,1,Yes,1,Right_Discount,1,Interested
2145,47,Male,Desktop,8.67,14,10,0,1,12.72,25.78,1,Yes,0,Others,8,Interested
2146,38,Male,Desktop,10.74,18,8,1,0,13.19,91.15,1,Yes,0,Others,9,Interested
2147,37,Female,Desktop,25.45,0,1,1,0,30.38,86.32,1,Yes,0,Others,7,Interested
2148,0,Unknown,Mobile,1.79,1,10,1,0,2.57,43.15,1,Yes,0,Others,4,Interested
2149,39,Male,Mobile,7.68,1,8,1,1,6.08,65.97,1,Yes,1,Right_Discount,5,Interested
2150,35,Male,Tablet,27.24,14,0,1,1,17.73,50.81,1,Yes,1,Right_Discount,8,Interested
2151,25,Male,Mobile,19.56,1,13,1,1,15.45,17.62,1,Yes,1,Right_Discount,0,Technical Error
2152,56,Male,Mobile,7.58,1,6,1,1,10.98,37.6,1,Yes,1,Right_Discount,3,Interested
2153,49,Male,Mobile,7.36,4,14,1,1,0,85.32,1,Yes,1,Right_Discount,4,Interested
2154,50,Female,Desktop,26.02,12,5,0,1,18.86,79.74,1,Yes,0,Others,8,Interested
2155,33,Female,Desktop,26.92,15,5,0,1,18.65,10.25,1,Yes,0,Others,4,Interested
2156,29,Male,Mobile,8.43,4,1,0,0,8.3,7.53,1,Yes,1,Right_Discount,4,Interested
2157,55,Female,Mobile,13.19,10,14,1,0,17.1,85.35,1,Yes,1,Right_Discount,2,Interested
2158,51,Female,Mobile,25.2,11,0,1,1,22.22,89.93,1,Yes,0,Others,7,Interested
2159,31,Male,Mobile,23.36,6,9,0,1,14.02,29.42,1,Yes,1,Right_Discount,6,Interested
2160,53,Male,Mobile,24.6,10,7,0,0,30.51,34.93,1,Yes,0,Others,7,Interested
2161,50,Female,Tablet,16.03,12,7,0,1,17.79,33.58,0,No,1,Low_Discount,3,Not Interested
2162,40,Male,Mobile,27.43,3,1,0,0,26.86,12.7,1,Yes,1,Right_Discount,7,Interested
2163,19,Female,Mobile,10.45,15,3,0,1,15.3,74.5,1,Yes,1,Right_Discount,9,Interested
2164,58,Female,Desktop,5.54,16,12,0,0,5.38,37.01,1,Yes,0,Others,3,Interested
2165,38,Female,Mobile,21.55,10,12,0,0,26.56,83.62,1,Yes,0,Others,0,Technical Error
2166,19,Male,Mobile,16.64,11,3,0,1,10.96,87.85,1,Yes,1,Right_Discount,3,Interested
2167,44,Female,Mobile,25.78,16,14,0,1,23.63,91.28,1,Yes,1,Right_Discount,4,Interested
2168,26,Male,Mobile,3.35,17,1,0,0,2.39,81.79,1,Yes,0,Others,9,Interested
2169,18,Male,Tablet,25.47,14,10,1,1,21.6,78.89,1,Yes,0,Others,7,Interested
2170,28,Male,Mobile,9.51,16,8,1,0,9.32,44.95,1,Yes,1,Right_Discount,9,Interested
2171,20,Male,Mobile,19.99,14,11,1,0,13.48,2.69,1,Yes,0,Others,5,Interested
0,40,Male,Desktop,2.16,6,13,0,0,2.81,11.21,1,Yes,1,Right_Discount,9,Interested
2173,43,Female,Tablet,18.68,10,3,0,1,16.36,53.09,1,Yes,1,Right_Discount,4,Interested
2174,21,Male,Mobile,21.8,17,3,1,0,30.45,36,1,Yes,1,Right_Discount,2,Interested
2175,35,Male,Mobile,11.69,10,14,1,0,13.73,82.91,1,Yes,0,Others,3,Interested
2176,23,Male,Tablet,7.25,10,14,0,1,4.91,56.31,1,Yes,0,Others,5,Interested
2177,52,Male,Mobile,16.59,14,3,0,1,18.95,9.88,1,Yes,1,Right_Discount,5,Interested
2178,39,Male,Desktop,25.16,17,4,1,0,13.16,47.85,1,Yes,1,Right_Discount,5,Interested
2179,32,Female,Desktop,0,9,9,1,0,13.57,82.2,1,Yes,1,Right_Discount,1,Interested
2180,39,Male,Desktop,8.32,15,11,1,0,12.27,86.31,1,Yes,1,Right_Discount,7,Interested
2181,54,Male,Mobile,9.09,7,11,1,1,10.71,16.61,1,Yes,0,Others,7,Interested
2182,59,Female,Mobile,28.52,2,7,1,0,40.68,10.03,1,Yes,1,Right_Discount,5,Interested
2183,29,Male,Desktop,11.42,4,3,1,1,9.08,38.7,1,Yes,0,Others,3,Interested
2184,59,Female,Mobile,1.1,18,2,1,1,1.02,6.55,1,Yes,1,Right_Discount,1,Interested
2185,55,Female,Mobile,23.67,11,10,1,1,21.89,72.64,1,Yes,1,Right_Discount,5,Interested
2186,35,Female,Mobile,21.28,5,0,0,0,13.02,44.75,1,Yes,0,Others,5,Interested
2187,0,Female,Mobile,4.73,8,1,1,1,6.13,19.82,1,Yes,0,Others,9,Interested
2188,47,Male,Tablet,29.56,5,3,0,0,29.41,10.25,1,Yes,0,Others,2,Interested
2189,41,Male,Mobile,18.63,2,8,0,1,18.45,92.74,1,Yes,0,Others,1,Interested
2190,59,Female,Tablet,0,5,14,0,0,18.13,4.31,1,Yes,0,Others,3,Interested
2191,47,Female,Mobile,12.08,3,13,1,0,8.11,9.79,1,Yes,0,Others,7,Interested
2192,31,Unknown,Mobile,27.06,12,0,0,0,35.45,23.42,1,Yes,1,Right_Discount,4,Interested
2193,23,Female,Mobile,8.07,19,5,1,0,6.99,9.47,1,Yes,0,Others,2,Interested
2194,20,Female,Desktop,9.29,7,5,1,1,5.38,64.43,1,Yes,1,Right_Discount,4,Interested
2195,33,Female,Desktop,4.55,19,9,1,0,3.14,21.82,1,Yes,0,Others,8,Interested
2196,24,Male,Mobile,23.01,4,2,1,1,17.32,47.99,1,Yes,0,Others,7,Interested
2197,31,Female,Tablet,18.27,14,9,1,1,12.39,86.02,1,Yes,0,Others,9,Interested
2198,26,Male,Mobile,18.66,19,8,1,1,13.85,82.48,1,Yes,1,Right_Discount,6,Interested
0,32,Male,Desktop,7.34,18,13,1,1,10.98,14.62,1,Yes,1,Right_Discount,3,Interested
2200,38,Male,Tablet,19.88,7,9,0,1,20.63,8.87,1,Yes,0,Others,1,Interested
2201,52,Female,Desktop,23.2,15,2,0,0,25.59,66.43,1,Yes,0,Others,8,Interested
2202,19,Female,Tablet,11.38,1,0,1,1,7.58,21.03,1,Yes,1,Right_Discount,2,Interested
2203,44,Male,Mobile,24.24,12,1,1,0,13.19,78.15,1,Yes,0,Others,5,Interested
2204,19,Male,Mobile,11.11,19,14,0,0,9,43.45,1,Yes,1,Right_Discount,6,Interested
2205,52,Male,Mobile,22.99,6,14,1,0,29.19,15.45,1,Yes,0,Others,2,Interested
